question,answer_llm,answer_orig,document
"If the 402 still shows up, what `.env` settings or model choice should I check?","Check these `.env` values:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

Also make sure you’re using a **pinned model** like `openai/gpt-oss-120b:free` rather than `openrouter/free`, since `openrouter/free` can route to models with different limits.

If the 402 still appears, also check your OpenRouter key limits and remaining credits.","OpenRouter can return APIStatusError with code 402 when responses.create() is called without a reasonable max_output_tokens limit. This happens because OpenRouter bills/limits checks against the maximum possible output (which can be very large, around 65536 tokens), so a free or low-limit key can be rejected before the model runs. This is different from a direct OpenAI endpoint (which typically returns 429 for insufficient quota).

Fix

Pass a lower limit in your responses.create() call:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI()  # uses OPENAI_API_KEY and OPENAI_BASE_URL from .env

response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework with rag_helper.py, add the same parameter in the ``llm()`` method.

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework Q6 with ToyAIKit:

```python
from toyaikit.llm import OpenAIClient

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

1024 is enough for homework answers; you can raise it later if needed.

If it still fails

1) Confirm your `.env` points at OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

2) Check your OpenRouter key limit and remaining credits at https://openrouter.ai/settings/keys

3) Prefer a pinned model (for example `openai/gpt-oss-120b:free`) instead of `openrouter/free`, which can route to models with different limits.

Note: This behavior is different from OpenAI’s typical 429 handling for insufficient quota. If you still encounter issues after these steps, double-check the model and endpoint configuration to ensure the key is valid and has sufficient credits.",cfb07a27d5
"In the Module 1 homework, what does it mean to point RAG at the chunk index instead of the original docs?","It means you should build and search the RAG index on the **chunked documents**, not the original full documents.

So if your data is split into `chunks`, use those for the index:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

That way, the RAG pipeline retrieves only the relevant chunks and puts just those into the prompt, which reduces the amount of context sent to the model.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
Should I build the search index from `documents` or from `chunks` in the homework code?,"Build the search index from `chunks`, not `documents`.

Example:

```python
index.fit(chunks)
```

The homework expects you to use the chunked documents so the RAG pipeline retrieves relevant chunks instead of full documents.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
"When setting up RAG for Module 1, why do we fit the index on split chunks instead of full documents?","Because RAG should retrieve only the most relevant pieces of information, not entire documents.

In Module 1, you fit the index on the **split chunks** so that:

- retrieval happens at a smaller, more precise unit of text,
- the prompt contains only the relevant chunks,
- less context is sent to the model, which makes RAG more efficient and accurate.

So you should do:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

If you fit on full documents, the retriever may return much larger text than needed, which increases prompt size and reduces the benefit of chunk-based retrieval.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
What part of the data should the retriever search over so the prompt only gets relevant context?,"The retriever should search over the **chunked documents** (`chunks`), not the original full documents, so the prompt only gets the relevant chunks of context.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
"If I already have the original records, do I still need to use the chunked version for the RAG pipeline?","Yes — for the RAG pipeline you should use the **chunked version** when building/searching the index, not the original full records.

So if you have:

- `documents` = original records
- `chunks` = split records

then use:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

The pipeline then retrieves the relevant chunks and includes only those in the prompt, which reduces the context sent to the model.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
"For the Module 1 homework, if my calculated number is a bit off from the choices, should I still pick the nearest one?","For Module 1, if your result is a bit off and it’s a multiple-choice homework, choose the **closest option**.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
Why do my homework results sometimes not match the exact multiple-choice answers in this section?,"Because the homework answers are not always required to match the multiple-choice options exactly.

Small differences can happen due to:
- slightly different filtering,
- different dataset versions,
- floating-point or rounding differences,
- different model/provider behavior.

If your numeric answer is close to one of the options, choose the closest option. If it’s far from all options, re-check the question, dataset version, and GitHub homework instructions.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
What should I do if my numeric homework answer is close to an option but not exactly the same?,"If your numeric answer is close to one of the options but not exactly the same, choose the closest option.

Small differences can happen because of filtering, dataset versions, floating-point/rounding, or provider behavior.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
"If my result is way different from every answer choice, what are the first things I should check?","First check:

1. The question carefully  
2. The dataset version  
3. The GitHub homework instructions

If your answer is still far from every option, re-check those before anything else.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
"Could differences in filtering, dataset version, or rounding make my homework answer slightly different from the provided options?","Yes — small differences from filtering, dataset version, floating-point behavior, or rounding can make your answer slightly different from the options.

The course guidance says:

- If your numeric answer is **close to one of the options**, choose the **closest** option.
- Differences can come from:
  - slightly different filtering,
  - different dataset versions,
  - floating-point or rounding differences,
  - different model/provider behavior.

If your answer is **far from every option**, re-check:

- the question wording,
- the dataset version,
- and the GitHub homework instructions.

","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
Where should I look first if a homework prompt is confusing or seems incomplete?,"First, check the GitHub homework instructions, not just the course platform page. If it’s still confusing after that, ask in Slack and include the code or command output as text.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"For the 2026 Module 1 assignment, which GitHub pages has the real homework instructions and materials?","For the 2026 Module 1 assignment, the real homework instructions and materials are on GitHub here:

- **Module 1 cohort materials:** https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag
- **Module 1 homework instructions:** https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md

","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"Why does the homework sometimes feel different from the lesson, even though it’s based on the same workflow?","Because the homework often keeps the same overall workflow as the lesson, but changes the dataset or asks you to apply the idea in a slightly different way.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"If I’m still stuck after reading the instructions, what’s the best way to ask for help in Slack?","First read the **GitHub homework instructions** rather than only the course platform page. If it’s still unclear, **ask in Slack** and include the **code or command output as text, not a screenshot**. Follow the course’s **asking questions guidelines**.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"When I post a homework question, should I paste screenshots or the actual code/output in text?","Post the actual code or command/output as text, not screenshots.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
How can I check the token count for Module 1 homework if I'm using a different LLM provider?,"Check the token count from the **model response object**.

If you’re using an OpenAI-compatible client, look for fields like:

- `response.usage.input_tokens`
- `response.usage.prompt_tokens`

If you use a non-OpenAI provider, inspect that provider’s **usage fields** and adapt your code. Don’t use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers, because tokenization differs by model.

If the provider doesn’t expose token usage, use the provider’s **native tokenizer** as an approximation.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
Where should I look in the response to find input token or prompt token usage?,"Look in the model response object for the usage fields — for OpenAI-style responses that may be `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style. If your provider uses different names, check its response object’s usage fields.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"Can I just use tiktoken or cl100k_base for Gemini, Mistral, Groq, or Hugging Face in this homework?","No. For this homework, you should **not** use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Groq, Hugging Face, or other non-OpenAI providers, because tokenization differs by model.

Instead, **get the token count from the model’s response object** if the provider returns usage info, or use that provider’s **native tokenizer** as an approximation if usage isn’t exposed.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
What should I do if my provider doesn't return any token usage info at all?,"If your provider doesn’t expose token usage at all, use that provider’s **native tokenizer** as an approximation. If this is a multiple-choice question, choose the **closest option**.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"For the multiple-choice part of the homework, what do I pick if my token count is only an estimate?","Pick the **closest option**. If your provider doesn’t expose token usage, use its native tokenizer as an approximation, and for multiple-choice questions choose the nearest answer.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"Why does my homework link get rejected with a 500 or other non-200 error, and what should I check first?","The submission checker sends a GET request to your link and expects an HTTP `200` response. If it gets `500` or another non-200, the link is usually not publicly reachable.

Check these first:

- **Is the repo public?** If it’s private, make it public.
- **Did you include `.git`?** Submit the plain repo URL, not `.../repo.git`.
- **Is there a typo in the URL?** Paste the exact link.

Quick test: open the URL in an incognito/private browser window. If it works there, it should work for the checker too.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
I submitted my repo URL but the checker can't open it — could it be because the repo is private?,"Yes — that’s a likely cause. The checker fetches your submitted URL with a GET request and expects a public `200` response, so a **private repo** will usually fail.

What to do:
- Make the repository **public**
- Submit the **plain repo URL** (not `.git`)
- Double-check there’s no typo
- Test the link in an **incognito/private window** — if it opens there, the checker should be able to access it too","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
Do I need to remove the .git part from my GitHub link before submitting the homework?,"Yes — submit the plain GitHub repo URL **without** the `.git` part.

Use:
`https://github.com/you/repo`

Not:
`https://github.com/you/repo.git`","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
How can I tell if the URL I pasted is actually reachable by the submission checker?,"Open the URL in a private/incognito browser window. If it loads there, the submission checker should be able to reach it too.

Also make sure:
- the repo is public,
- you’re using the plain repo URL, not ending in `.git`,
- and the URL has no typos.

","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
What are the most common reasons a homework repository URL returns 404 or 500 on submission?,"The most common reasons are:

- **Private repository** — the checker can’t access it.
- **Wrong URL format** — especially adding **`.git`** at the end; submit the plain repo URL instead.
- **Typo in the URL** — copied link is incorrect.

A quick check is to open the URL in an incognito/private browser window. If it doesn’t load there, the checker won’t be able to access it either.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
"What exactly are embeddings in vector search, and why do we turn text into numbers?","Embeddings are numerical representations of text that preserve meaning and context.

Why turn text into numbers?
- Computers can’t directly compare words by meaning, but they can compare numbers.
- If similar texts are converted into similar vectors, then we can use math to measure semantic similarity.
- This makes vector search possible: we compare the query vector with document vectors to find the closest matches.

In short: embeddings let us represent text in a vector space so that “similar meaning” becomes “nearby numbers.”","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How do embeddings keep meaning and context when converting non-numerical data into numerical values?,"Embeddings preserve meaning and context by mapping similar non-numerical inputs to similar numerical vectors. In other words, if two pieces of text are semantically related, their embeddings should end up close together in vector space. That proximity lets mathematical similarity methods capture meaning and context.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
Why do similar inputs usually end up with similar embedding vectors?,"Because embeddings are designed to preserve semantic meaning: when similar inputs are fed into an embedding algorithm, it should produce similar numerical vectors. This way, nearby vectors in embedding space represent similar content.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How is embedding proximity used for semantic similarity search?,"Embedding proximity is used by converting data into vectors so that **similar items end up close together in vector space**. For semantic similarity search, you compare a query embedding to document embeddings: the **closer the vectors are, the more semantically similar the texts are considered to be**.

In practice, this is often measured with **cosine similarity** or a **dot product** when the embeddings are normalized.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
"What’s the connection between embeddings, vector space models, and dimensionality reduction?","Embeddings are the practical way to build a **vector space model**: they convert text or other non-numerical data into vectors, where similar items end up close together in the vector space.

The connection to **dimensionality reduction** is that embeddings often represent complex data with a smaller number of numerical dimensions while preserving meaning and context. So, in short:

- **Embeddings** = the numerical vectors
- **Vector space model** = the idea of representing meaning as points/vectors in a space
- **Dimensionality reduction** = the compression of rich data into a lower-dimensional vector form

I don't know.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
"How do I get rid of the warning about model ""multi-qa-mpnet-base-dot-v1"" being made on sentence transformers v3.0.0 beta?","Upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```

","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Is there a way to suppress the sentence-transformers warning without changing my code?,"Yes — if the warning is about `sentence-transformers` being older than 3.0.0, you can suppress it by upgrading `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```

","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
"What should I install to stop the ""multi-qa-mpnet-base-dot-v1"" version warning?","Install `sentence-transformers` version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Do I need to upgrade sentence-transformers to fix that beta model warning?,"Yes — to suppress that beta model warning, upgrade `sentence-transformers` to `3.0.0` or higher:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
What command can I run so the warning about sentence-transformers v3.0.0 goes away?,"Run:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
"Why did the lesson just use .dot(...) for similarity, but the homework keeps talking about normalization?","The lesson used `.dot(...)` directly because the embeddings were assumed to already be **normalized to unit length**. For unit vectors, the dot product is the same as **cosine similarity**.

In the homework, the embeddings you may be using are **not normalized by default**, so the dot product is **not** cosine similarity unless you normalize the vectors first.

So the key difference is:

- **Lesson:** normalized embeddings → `.dot(...)` works as cosine similarity
- **Homework:** embeddings may not be normalized → you need to normalize before using dot product

","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"Are OpenAI embeddings already unit-length, so dot product and cosine similarity end up the same in the lecture?","Yes — in the lecture, the OpenAI-style embeddings were assumed to be already unit-length, so the dot product is the same as cosine similarity.

So:

- **If embeddings are normalized to unit length**:  
  `dot(a, b) = cosine_similarity(a, b)`

- **If embeddings are not normalized**:  
  you need to normalize them first, otherwise dot product and cosine similarity are different.

","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"With TF-IDF + SVD vectors in the homework, do I need to normalize them before using dot product as a similarity score?","Yes — for TF-IDF + SVD vectors in the homework, you should normalize them if you want to use dot product as cosine similarity.

In the lesson, `.dot(...)` worked directly because those embeddings were already unit-normalized. But TF-IDF + SVD vectors are not normalized by default, so raw dot product is **not** cosine similarity unless you normalize first.

So the rule is:

- **Normalized vectors** → dot product = cosine similarity
- **Unnormalized TF-IDF + SVD vectors** → normalize first before using dot product

","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"Why is cosine similarity basically the same as dot product in one case, but not in the other?","Cosine similarity is basically the same as dot product **only when the vectors are already normalized to unit length**.

- In the **lesson**, the embeddings were assumed to be normalized, so:
  - `dot(a, b) = cosine_similarity(a, b)`

- In the **homework**, the embeddings like TF-IDF + SVD are **not normalized by default**, so:
  - the dot product also depends on vector length, not just direction
  - you need to normalize first to make dot product equal cosine similarity

So the difference is **whether the vectors have unit norm**. If they do, dot product and cosine similarity are the same; if not, they aren’t.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
